
2019/01/30 07:01:05,,12029,1,,
2019/01/30 07:10:15,,14193,1,,
2019/01/30 07:12:59,,14310,1,,
2019/01/30 07:15:34,,2229,1,,
2019/01/30 07:17:25,,15379,1,,
2019/01/30 07:18:11,,12344,1,,
2019/01/30 07:19:59,,16771,1,,
2019/01/30 07:21:13,,14707,1,,
2019/01/30 07:21:51,,15473,1,,
2019/01/30 07:21:55,,16136,1,,
2019/01/30 07:22:09,,7239,1,,
2019/01/30 07:25:08,,17152,1,,
2019/01/30 07:25:32,,16369,1,,
2019/01/30 07:28:34,,12335,1,,
2019/01/30 07:28:44,,12336,1,,
2019/01/30 05:06:51,,1047,1,,
2019/01/30 06:58:01,,11101,1,,
2019/01/30 07:03:29,,10898,1,,
2019/01/30 07:03:34,,11040,1,,
2019/01/30 07:03:39,,11096,1,,
2019/01/30 07:04:19,,15995,1,,
2019/01/30 07:06:25,,8543,1,,
2019/01/30 07:07:27,,8211,1,,
2019/01/30 07:08:47,,11216,1,,
2019/01/30 07:09:57,,14365,1,,
2019/01/30 07:11:23,,2228,1,,
2019/01/30 07:11:49,,5959,1,,
2019/01/30 07:12:01,,9074,1,,
2019/01/30 07:12:16,,8126,1,,
2019/01/30 07:12:57,,7717,1,,
2019/01/30 07:13:09,,13079,1,,
2019/01/30 07:14:06,,14989,1,,
2019/01/30 07:14:13,,11101,1,,
2019/01/30 07:14:29,,15626,1,,
2019/01/30 07:15:31,,5495,1,,
2019/01/30 07:15:47,,11083,1,,
2019/01/30 07:16:33,,14233,1,,
2019/01/30 07:16:41,,14903,1,,
2019/01/30 07:16:52,,8288,1,,
2019/01/30 07:17:34,,15625,1,,
2019/01/30 07:17:52,,4212,1,,
2019/01/30 07:18:18,,4176,1,,
2019/01/30 07:18:26,,14449,1,,
2019/01/30 07:18:56,,5410,1,,
2019/01/30 07:19:37,,12268,1,,
2019/01/30 07:19:41,,11041,1,,
2019/01/30 07:19:45,,15993,1,,
2019/01/30 07:19:49,,15565,1,,
2019/01/30 07:19:59,,9207,1,,
2019/01/30 07:20:40,,15137,1,,
2019/01/30 07:20:44,,3583,1,,
2019/01/30 07:21:30,,14350,1,,
2019/01/30 07:21:50,,12758,1,,
2019/01/30 07:21:59,,64,1,,
2019/01/30 07:22:53,,5468,1,,
2019/01/30 07:23:07,,8026,1,,
2019/01/30 07:23:29,,8028,1,,
2019/01/30 07:23:33,,16382,1,,
2019/01/30 07:24:15,,12980,1,,
2019/01/30 07:24:23,,12717,1,,
2019/01/30 07:24:50,,14882,1,,
2019/01/30 07:24:58,,8212,1,,
2019/01/30 07:25:14,,15,1,,
2019/01/30 07:25:18,,77,1,,
2019/01/30 07:25:21,,15685,1,,
2019/01/30 07:25:24,,13274,1,,
2019/01/30 07:25:28,,16507,1,,
2019/01/30 07:25:34,,14660,1,,
2019/01/30 07:25:39,,16262,1,,
2019/01/30 07:25:46,,12716,1,,
2019/01/30 07:25:50,,14824,1,,
2019/01/30 07:25:54,,13042,1,,
2019/01/30 07:25:57,,15663,1,,
2019/01/30 07:26:01,,5492,1,,
2019/01/30 07:26:05,,7252,1,,
2019/01/30 07:26:17,,7238,1,,
2019/01/30 07:26:33,,610,1,,
2019/01/30 07:26:37,,2916,1,,
2019/01/30 07:26:40,,8125,1,,
2019/01/30 07:26:49,,11098,1,,
2019/01/30 07:26:56,,11174,1,,
2019/01/30 07:27:00,,10441,1,,
2019/01/30 07:27:03,,7123,1,,
2019/01/30 07:27:15,,5963,1,,
2019/01/30 07:27:19,,919,1,,
2019/01/30 07:27:22,,90,1,,
2019/01/30 07:27:27,,15893,1,,
2019/01/30 07:27:40,,71,1,,
2019/01/30 07:27:45,,8286,1,,
2019/01/30 07:27:55,,16702,1,,
2019/01/30 07:27:59,,10221,1,,
2019/01/30 07:28:10,,15700,1,,
2019/01/30 07:28:35,,617,1,,
2019/01/30 07:28:39,,1721,1,,
2019/01/30 07:28:46,,5997,1,,
2019/01/30 07:28:52,,11628,1,,
2019/01/30 07:28:57,,11875,1,,
2019/01/30 07:29:01,,11093,1,,
2019/01/30 07:29:27,,15533,1,,
2019/01/30 07:29:35,,14450,1,,
2019/01/30 07:29:43,,15218,1,,
2019/01/30 07:29:46,,15474,1,,
2019/01/30 07:29:50,,12028,1,,
2019/01/30 07:29:52,,16725,1,,
2019/01/30 07:29:56,,12337,1,,
2019/01/30 07:30:00,,62,1,,
2019/01/30 07:30:02,,5699,1,,
2019/01/30 07:30:05,,3878,1,,
2019/01/30 07:30:08,,2674,1,,
2019/01/30 07:30:27,,3680,1,,
2019/01/30 07:30:30,,6863,1,,
2019/01/30 07:30:33,,10813,1,,
2019/01/30 07:31:18,,15757,1,,
2019/01/30 07:32:33,,9630,1,,
2019/01/30 07:30:11,,5471,1,,
2019/01/30 07:28:19,,940,1,,
2019/01/30 07:02:25,,12837,1,,
2019/01/30 07:02:30,,2677,1,,
2019/01/30 07:02:38,,8746,1,,
2019/01/30 07:05:19,,17034,1,,
2019/01/30 07:05:57,,7277,1,,
2019/01/30 07:06:01,,4864,1,,
2019/01/30 07:07:10,,7475,1,,
2019/01/30 07:07:32,,9119,1,,
2019/01/30 07:08:03,,14165,1,,
2019/01/30 07:08:12,,14286,1,,
2019/01/30 07:08:28,,9565,1,,
2019/01/30 07:09:26,,13641,1,,
2019/01/30 07:09:29,,15081,1,,
2019/01/30 07:09:32,,8932,1,,
2019/01/30 07:09:50,,605,1,,
2019/01/30 07:10:42,,8977,1,,
2019/01/30 07:12:31,,17228,1,,
2019/01/30 07:12:40,,205,1,,
2019/01/30 07:12:47,,17036,1,,
2019/01/30 07:13:07,,267,1,,
2019/01/30 07:13:44,,16109,1,,
2019/01/30 07:13:51,,8748,1,,
2019/01/30 07:13:53,,17142,1,,
2019/01/30 07:14:02,,1907,1,,
2019/01/30 07:14:17,,2218,1,,
2019/01/30 07:14:42,,9960,1,,
2019/01/30 07:14:46,,72,1,,
2019/01/30 07:15:25,,15980,1,,
2019/01/30 07:15:32,,5611,1,,
2019/01/30 07:15:51,,3420,1,,
2019/01/30 07:15:56,,15221,1,,
2019/01/30 07:16:22,,17218,1,,
2019/01/30 07:16:29,,732,1,,
2019/01/30 07:16:39,,16182,1,,
2019/01/30 07:17:17,,6735,1,,
2019/01/30 07:17:28,,15644,1,,
2019/01/30 07:17:32,,9566,1,,
2019/01/30 07:17:38,,16816,1,,
2019/01/30 07:17:56,,10030,1,,
2019/01/30 07:18:12,,3066,1,,
2019/01/30 07:18:18,,3417,1,,
2019/01/30 07:18:23,,8541,1,,
